Tag,AGORA Model Name,TaxTree/NCIB ID,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_15,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0004,0.0016,0,0.0005,0.0003,0,0,0.0003,0,0,0,0.0012,0,0.0004,0,0.0006,0.0012,0.0002,0,0,0.0004,0.0014,0.0002,0,0.0004,0.0026,0.0008,0.0012,0.0005,0,0,0,0,0.0006,0.0001,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0.0007,0.0021,0,0.0007,0,0.0007,0,0,0,0.0013,0,0,0.0004,0,0,0,0,0,0,0,0.0013,0,0,0.0005,0,0,0,0.0003,0.0003,0,0,0.0007,0,0.0006,0.0008,0.0001,0.0002,0.0007,0,0.0007,0,0.0021,0,0.0005,0.0008,0.0007,0.0003,0.0005,0,0.0006,0.0011,0,0,0,0.0005
Parabacteroides_merdae_ATCC_43184_2,Parabacteroides_merdae_ATCC_43184,Parabacteroides merdae ATCC 43184,0,0,0,0.0089,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.0003,0.0006,0,0,0,0.0008,0,0,0.0028,0.004,0,0,0,0,0,0.0002,0,0.0002,0,0,0.0015,0,0.0002,0.0074,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.0098,0,0,0,0,0,0,0.0058,0.0003,0,0,0,0.0025,0,0,0,0,0.0011,0.0004,0.0003,0,0,0,0,0.0002,0,0,0,0,0,0,0.0004,0.0001,0,0.0007,0,0.0003,0,0,0.0015,0,0,0,0,0,0.0001,0,0,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_16,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0017,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0015,0,0,0.0006,0,0,0,0,0,0,0,0.001,0,0,0,0.0005,0,0.0003,0,0.0008,0,0,0,0,0.0007,0,0,0.0015,0,0.0011,0.0033,0.0025,0,0,0.0004,0.0015,0,0,0,0,0.0013,0.0033,0,0.003,0,0,0,0.0011,0.0001,0,0,0,0,0.0001
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_17,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0.0019,0,0,0,0,0.0036,0.0005,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0.0006,0,0,0,0.0004,0,0,0.0005,0.0006,0
_lactaris_ATCC_29176_10,Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0.0016,0.0001,0,0.0002,0,0,0,0,0.0041,0.0035,0,0,0,0.003,0,0,0,0,0,0.0013,0,0,0,0.0008,0,0,0,0,0,0,0,0,0.0019,0,0,0.0012,0,0.0011,0,0.0002,0.0016,0.0005,0,0.0013,0,0,0.0003,0,0,0,0.0016,0,0,0,0.0011,0,0,0.0013,0,0.0019,0.0006,0,0,0,0,0.0014,0,0.0004,0.0008,0,0.0001,0,0.0002,0.0035,0,0,0,0
Alistipes_indistinctus_YIT_12060_1,Alistipes_indistinctus_YIT_12060,Alistipes indistinctus YIT 12060,0,0.0001,0,0,0.0006,0,0,0.0002,0,0,0,0.0042,0.0001,0.0002,0,0.0001,0.0002,0,0.0004,0.0014,0,0,0.0004,0.0001,0,0.0003,0,0.0004,0,0,0.0013,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0.0002,0,0,0,0,0,0,0,0.0004,0,0,0,0.0002,0.0001,0,0,0,0.0007,0,0,0,0,0,0,0.0008,0,0.0001,0,0,0.0008,0.0001,0,0.0005,0.0002,0.0001,0.0001,0.0012,0.0001,0.003,0.0001,0.0009,0.0002,0.0048,0,0.0002,0,0.0003,0,0.0006,0,0
Clostridium_perfringens_ATCC_13124_4,Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0.0013,0,0,0,0.0027,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0.0003,0,0,0.0172,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_11,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0002,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0001,0,0,0,0,0.0007,0.0006,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0.0002,0,0,0.0007,0,0,0,0,0,0.0013,0,0,0.0004,0,0.001,0,0.0037,0,0.0001,0,0,0,0.0004,0,0,0,0,0,0.0064,0,0,0,0,0.0001,0.0011,0,0.0025,0,0,0.0002,0,0.0044,0,0.0003,0.0004,0,0.0006,0,0.0011,0,0,0,0,0,0
Blautia_obeum_ATCC_29174_8,Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,0,0,0,0,0.0004,0,0,0.0003,0,0,0,0,0,0.0025,0,0.0002,0.001,0,0.0003,0,0,0,0.0007,0,0,0,0.0008,0,0,0,0,0,0,0,0,0.0006,0.0003,0,0,0,0,0,0.003,0,0,0.001,0,0,0,0.0005,0,0,0,0,0,0,0.0005,0.0006,0,0,0.0008,0,0,0,0,0,0,0,0.0013,0,0,0.0003,0.0005,0.0008,0,0.001,0.0023,0,0,0,0.0006,0,0,0.0004,0.0004,0.0012,0,0.0007,0,0.0001,0.001,0.0004,0.0024,0.0003,0.0006,0.0011,0.0004,0,0.0005,0.0002,0.0007,0,0.0002
_methylpentosum_17,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.0069,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0.0041,0.0025,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0001,0,0,0.008,0.0071,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0.0002,0,0.0001,0,0,0,0,0,0,0,0.0005,0
_lactaris_ATCC_29176_11,Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,0,0,0,0,0.0005,0.0002,0.0019,0.0007,0,0,0,0.0067,0.0004,0,0,0.0006,0.0007,0.0027,0.001,0,0,0,0.0003,0,0,0.0015,0,0,0,0,0.0001,0.0005,0.0016,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0013,0.0002,0.0024,0,0,0,0.0012,0,0.0009,0,0,0,0,0,0.0004,0,0,0.0018,0,0,0.0014,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0.0001,0.0009,0,0.0028,0.0004,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0007
Clostridium_perfringens_ATCC_13124_5,Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,0.0007,0.001,0,0.0025,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0.0021,0,0.0001,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.0005,0,0,0.0026,0,0.0121,0,0.0011,0,0,0,0,0,0.001,0.0001,0,0,0,0,0.0001,0,0,0.0012,0,0.0004,0.0012,0.0014,0.0003,0.0015,0,0,0,0.0005,0,0.0036,0,0,0,0,0,0,0,0,0,0,0.0005
Lachnospira_multipara_ATCC_19207_7,Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,0,0,0,0,0,0.0011,0,0.0017,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.0011,0,0.0014,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0.0014,0.0025,0,0,0.0006,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0.002,0,0.0015,0,0,0,0,0,0.0025,0.0038,0.0002,0,0,0.0001,0.0004,0,0,0,0,0.001,0,0.0004,0.0012,0,0,0.0004,0,0.0002,0,0,0,0,0,0,0.0002,0,0.0016,0,0,0,0
Streptococcus_equinus_ATCC_9812_0,Streptococcus_equinus_ATCC_9812,Streptococcus equinus ATCC 9812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0009,0,0.0001,0,0,0.0143,0,0,0,0,0.0002,0,0,0,0.0002,0,0.0003,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0.0005,0.0002,0,0,0,0,0,0.0006,0,0,0.0002,0,0,0.0004,0,0,0.0002,0,0,0,0,0.0004,0,0.0008,0,0,0,0.0002,0,0,0,0,0.0015,0,0,0,0,0,0.0033,0.0001,0.0011,0,0,0,0,0,0.0008,0,0.0025,0.0003,0.0004,0.0002,0,0,0.0001
_methylpentosum_18,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0.0003,0.0001,0,0,0,0,0,0,0,0.0033,0,0.0055,0,0,0,0.0005,0,0.0018,0,0.0003,0,0.0001,0,0,0,0,0.0007,0.0003,0,0,0.0002,0,0,0,0.0004,0,0,0,0,0,0,0,0.0043,0,0.0007,0.0001,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0.0003,0.001,0,0.0004,0.0007,0.0006,0,0,0,0,0.0001,0.0016,0,0.0004,0.0001,0.0005,0,0.0005,0,0,0.0001,0,0,0,0.0002,0.0016,0,0.0002,0,0,0,0.0027,0,0.0007,0.0002,0.0002,0,0,0.0008,0
Pseudoflavonifractor_capillosus_ATCC_29799_12,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0.0014,0.0011,0,0,0.0016,0,0,0.0003,0.0042,0.0026,0.0011,0,0.0014,0,0,0.0004,0,0.0024,0,0,0,0.0008,0,0,0,0.0005,0,0,0,0.0006,0.0017,0,0,0,0.0004,0.0024,0,0,0,0.0007,0,0,0,0,0,0.001,0,0,0.0002,0,0.0009,0,0.0011,0,0.0006,0,0,0,0,0.0001,0,0.0012,0,0,0,0.0008,0,0,0,0,0,0,0.0008,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_piger_ATCC_29098_2,Desulfovibrio_piger_ATCC_29098,Desulfovibrio piger ATCC 29098,0.0012,0,0,0,0,0,0,0.0001,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0.0017,0,0,0,0.0003,0,0,0,0,0,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0.0013,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0,0,0,0,0.0015,0,0,0,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_18,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0006,0.0004,0,0,0,0,0,0.0006,0,0,0,0.0003,0,0.0005,0,0.0009,0,0.0002,0.0001,0,0,0.0006,0,0,0,0,0,0,0.0003,0,0,0,0,0.0002,0,0.0005,0,0,0,0,0,0,0,0,0.0004,0,0,0,0.0004,0,0,0,0,0,0.0004,0,0,0,0,0.0003,0.0025,0,0.0027,0.0001,0.0009,0,0,0,0,0,0.0005,0,0,0.0009,0,0.0005,0,0.0005,0.0007,0.0003,0,0.0003,0.0003,0.0006,0.0006,0.0019,0.0007,0.0009,0,0.0007,0,0.0006,0.0005,0,0.0005,0.0004,0.0007,0.0004,0.0006,0,0.0004,0.0003,0.0011
Blautia_obeum_ATCC_29174_9,Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,0,0.0025,0,0,0.0007,0,0.0012,0,0,0,0,0,0,0,0,0.0007,0.002,0,0,0.0008,0,0,0,0,0,0,0,0,0.0031,0,0,0,0.0009,0,0,0,0,0,0.0013,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0.0006,0,0.0034,0,0.0017,0,0.0005,0,0,0,0,0.0004,0,0,0,0.0005,0.0007,0,0.0016,0,0.0014,0.0012,0,0,0,0.001,0,0,0.0009,0.0009,0,0,0,0.0003,0,0.0006,0
_hylemonae_DSM_15053_3,Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,0.0004,0.0006,0,0,0,0,0,0,0,0,0.0026,0,0,0.0006,0.0004,0,0,0,0,0.0005,0,0,0,0,0.0013,0.0007,0.0006,0,0,0,0,0.0005,0,0,0,0,0,0.0013,0.0017,0,0.0014,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0.0022,0,0,0,0,0,0,0.0012,0,0,0,0.0035,0,0,0,0,0,0.0009,0,0,0,0.0012,0,0.0006,0,0,0,0,0,0,0.0012,0.0001,0.0007,0.0006,0,0,0.0017,0,0,0,0,0.0011,0.0003,0,0.0007,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_19,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0061,0,0.0025,0,0.0005,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.0011,0,0.0025,0,0,0.0016,0.0031,0.0004,0,0,0.0008,0.002,0,0.0022,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0.0013,0.0016,0,0,0,0
Ruminococcus_champanellensis_18P13_JCM_17042_7,Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,0.0005,0.0009,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0.0006,0.0055,0.0014,0,0,0,0,0,0,0,0,0,0.0042,0.0008,0,0.0002,0,0,0,0.0038,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0.0004,0,0.0025,0,0,0,0,0.0009,0,0,0,0.0006,0,0.0007,0.0021,0.0001,0,0.0001,0.0015,0.0014,0,0,0,0,0,0,0,0.0001,0,0.0008,0,0,0,0,0
_methoxybenzovorans_SR3_17,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0.0003,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0.0005,0,0.0003,0,0,0,0,0.0035,0.0079,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0005,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0.0024,0,0,0,0,0,0.0002,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0061,0,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_20,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0008,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0.0018,0.0018,0,0,0,0.0015,0.0008,0,0,0.0018,0.0022,0.0004,0.0039,0.001,0,0.0007,0.0003,0,0,0.0003,0.0014,0,0,0.0001,0,0,0,0,0,0,0.0011,0,0.0006,0,0,0,0.0001
Barnesiella_intestinihominis_YIT_11860_2,Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,0,0,0.0011,0,0.0008,0,0.0053,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0.0072,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amedibacillus_dolichus_DSM_3991_1,Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,0,0,0,0,0,0,0,0,0,0.0016,0.0021,0.0001,0,0,0.0001,0.0001,0,0,0,0.0025,0,0,0,0.0001,0.0005,0,0,0.0108,0,0.0009,0,0,0.0007,0,0,0,0.0001,0.0001,0.0001,0.001,0.0006,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0012,0,0,0,0.0004,0.001,0,0,0.0002,0,0.0012,0,0,0,0,0.0002,0,0.0002,0,0.0002,0,0.0004,0,0,0,0,0,0,0,0,0.0001,0.0003,0.0001,0.0012,0,0.0001,0,0.0007,0,0,0.0001,0.0002,0.0002,0
Butyricimonas_virosa_DSM_23226_0,Butyricimonas_virosa_DSM_23226,Butyricimonas virosa DSM 23226,0.0007,0,0,0.0013,0.0006,0,0,0,0,0.0011,0.0031,0,0,0.0015,0,0,0.0025,0.0009,0.0016,0.0008,0.0006,0.0005,0.0004,0.0001,0,0.002,0.0014,0.0009,0.0002,0,0,0,0,0,0.0006,0,0.0021,0,0,0.0009,0,0,0,0,0.0005,0,0.0005,0,0,0.0017,0.0013,0,0.0005,0,0,0,0.0001,0,0.0014,0,0,0,0,0,0,0.0015,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.0004,0,0,0.0002,0,0,0,0,0,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_21,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0,0,0,0,0.0002,0.0008,0.0004,0,0,0,0,0.0002,0.0002,0,0,0,0.0008,0.0016,0,0.0003,0,0.0007,0.0004,0,0,0,0.0004,0.0001,0,0.0001,0.001,0.001,0,0.0002,0.0009,0.0003,0,0,0.0008,0,0,0,0,0.0014,0,0,0,0,0,0,0.0009,0,0,0,0,0,0.0002,0.0009,0.0006,0.0004,0,0,0,0,0.0006,0.0003,0.0015,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0.0004,0.0013,0.0003,0,0.0021,0,0,0,0.0006,0.0002,0.001,0,0.0005,0,0,0,0,0.0007,0
Geobacillus_vulcani_PSS1_0,Geobacillus_vulcani_PSS1,Geobacillus vulcani PSS1,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.0024,0,0,0,0,0.0075,0,0,0,0,0.0009,0.0007,0,0,0,0,0.0016,0,0.0019,0,0,0,0,0,0,0.0014,0,0,0,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_22,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0006,0.0008,0,0,0,0,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0.001,0.0001,0,0,0.0016,0.003,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.002,0.0012,0,0,0,0.0022,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0
_lactaris_ATCC_29176_12,Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,0.0006,0,0,0,0,0.0004,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0005,0,0.0115,0.002,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.0003,0.0003,0.0004,0,0,0.0001,0,0,0,0.0004,0.0005,0,0.0003,0.0013,0,0,0,0.0007,0,0,0,0.0004,0,0,0.0004
Sutterella_parvirubra_YIT_11816_2,Sutterella_parvirubra_YIT_11816,Sutterella parvirubra YIT 11816,0,0,0,0.003,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0009,0,0,0,0,0,0,0.0016,0,0,0.0024,0,0,0,0,0.0015,0,0,0.0079,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_hylemonae_DSM_15053_4,Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0023,0.0005,0,0,0.0012,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0.0009,0.0021,0,0.0003,0.001,0,0,0,0,0,0.0018,0,0.0006,0.0022,0.0006,0,0.0005,0,0,0.0006,0.0014,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0.0007,0.003,0.0007,0,0,0.0003,0,0
Marvinbryantia_formatexigens_3,Marvinbryantia_formatexigens_I_52_DSM_14469,Marvinbryantia formatexigens,0,0.0011,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0.0006,0.0004,0,0.0003,0,0,0.0005,0,0.0054,0.0016,0.0002,0,0,0,0,0,0,0,0,0.0004,0.0001,0,0,0.0007,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0021,0,0,0.0094,0,0.0011,0.0001,0,0,0,0.0011,0.0001,0,0,0.0001,0,0.003,0.0006,0,0,0,0,0.0002,0,0.0002,0,0.0005,0,0,0,0.0001,0,0,0.0021,0,0,0,0
_gnavus_ATCC_29149_6,Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,0,0,0.0009,0,0,0,0.0001,0,0,0,0.0044,0.0008,0,0,0.0002,0,0,0.0009,0.0002,0,0.0001,0,0,0,0,0.0006,0,0.0133,0,0,0.0001,0,0.0003,0,0.0003,0.0003,0.0003,0.0003,0,0.0004,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0.0001,0.0009,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0001,0,0,0,0,0.0001,0.0009,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_13,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0.0007,0.0004,0,0.0013,0,0,0,0.0015,0,0.0002,0,0,0.0002,0,0,0,0,0,0,0.0016,0,0,0,0.0008,0,0.0009,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0.0002,0.0008,0,0,0.0006,0,0.0048,0,0.0002,0,0,0,0,0,0,0.0004,0.0001,0,0,0.0009,0,0,0,0,0.0003,0,0,0.0005,0,0,0.0003,0.0008,0,0.0007,0,0.0013,0,0,0.0002,0.0026,0.0013,0.0003,0,0,0,0.0009,0
Blautia_wexlerae_DSM_19850_3,Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,0,0,0,0,0.0001,0,0.0004,0.0002,0,0.0045,0,0,0,0,0,0.0009,0,0.0005,0,0.0006,0,0,0,0,0,0,0,0,0,0,0.0031,0.0039,0.0011,0,0,0.0003,0.0002,0,0,0,0,0,0.0009,0,0,0,0,0.0004,0,0.0022,0,0,0,0,0,0.0005,0.0017,0,0.0002,0.0006,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0.0001,0,0.0001,0.0001,0,0.0012,0,0,0,0.0016,0,0.0002,0,0,0.0001,0,0,0.0009,0,0.0001
