AGORA Model Name,TaxTree/NCBI ID,Tag,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,_hylemonae_DSM_15053_5,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,99,0,0,0,0,0,496,0,230,151,0,0,196,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,13,0,0,0,0,37,0,0,0,0,0,0,248,0,0,0,0,0,0,303,222,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_piger_ATCC_29098,Desulfovibrio piger ATCC 29098,Desulfovibrio_piger_ATCC_29098_3,0,245,0,0,0,6,0,0,0,0,0,0,0,0,461,277,0,0,0,0,108,0,35,205,144,0,0,0,118,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0
None,None,Unidentified_Christensenellaceae_R-7_group_2,40,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,31,0,0,28,85,0,0,0,0,59,0,49,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,90,0,0,37,0,0,0,0,0,21,0,0,187,0,32,0,0,42,0,0,143,0,15,23,0,0,0,98,35,0,0,301,0,54,123,105,0,0,0,0,0,104,0,95,0,341,0,139,108,0,0,0,0,0,0
Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,Amedibacillus_dolichus_DSM_3991_2,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,125,0,0,0,175,0,76,0,0,0,0,0,0,0,0,84,0,0,9,0,0,0,0,0,0,0,0,0,34,28,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,202,0,0,109,4,0,0,123,151,62,0,0,363,0,530,0,0,0,0,0,68,0,50,0,103,0,0,6,0
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_2,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,65,41,0,0,0,157,0,26,0,0,58,0,0,0,110,0,0,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,11,0,0,0,56,0,0,143,0,0,0,31,0,0,0,0,43,0,18,0,46,0,39,0,28,0,74,0,69,39,143,0,0,0,75,0,172,0,149,34,54,0,144,63,47,114,0,63,0,102
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_18,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,65,0,0,61,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,35,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,530,517,0,0,48,0,0,0,0,0,0
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,42,0,0,37,0,0,0,0,0,0,0,0,117,0,0,12,0,0,0,25,0,0,0,0,0,0,65,7,0,0,161,74,161,0,226,0,237,171,0,0,50,0,239,0,0,0,122,0,0,0,348,0,0,0,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_19,0,38,0,0,0,3,0,76,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,83,0,175,0,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,132,0,0,133,38,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,180,0,664,0,0,0,0,0,113,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Eubacterium_ventriosum_ATCC_27560,Eubacterium ventriosum ATCC 27560,Eubacterium_ventriosum_ATCC_27560_0,0,0,0,0,0,0,139,160,0,0,0,0,77,0,0,18,0,0,0,0,0,0,0,0,112,0,0,0,0,0,132,0,0,0,95,0,245,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,19,0,52,0,0,0,0,0,0,0,0,0,0,35,45,29,0,0,0,8,0,0,0,626,0,0,156,0,0,0,0,0,0,0,22,0,0,0,0,283,0
Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,Blautia_wexlerae_DSM_19850_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,191,220,0,151,0,0,0,249,191,163,0,0,0,0,0,0,0,158,0,0,0,307,333,197,0,0,0,0,0,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_14,0,18,0,119,11,15,33,46,0,0,0,0,9,26,27,30,0,0,0,0,21,27,19,0,0,0,0,0,30,0,12,0,54,0,24,23,22,17,0,0,0,0,29,0,0,26,0,0,0,33,15,0,13,0,0,0,0,0,0,14,15,22,12,0,0,19,0,0,7,51,15,17,24,0,49,20,49,0,88,0,58,36,42,0,164,44,31,36,57,43,0,100,114,56,90,19,0,33,41,23,61,114,23
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_4,0,0,0,94,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,21,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,113,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,79,107,0,40,141,0,54,0,724,0,277,0,0,101,0,171,0,0,0,0,0,0
Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,Barnesiella_intestinihominis_YIT_11860_3,497,63,0,0,0,0,10,0,0,0,0,12,0,0,81,442,0,0,0,40,0,0,13,0,0,0,0,0,18,0,0,0,0,0,28,89,0,0,47,36,21,0,0,0,0,0,0,24,0,17,115,0,0,0,10,0,0,0,74,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,74,0,19,30,10,0,0,75,3,0,0,91,4,9,17,40,7,42,74,0,76,0,0,10,12,11,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_20,83,0,0,155,0,0,0,0,0,414,0,0,0,16,0,119,0,0,0,0,12,51,0,0,0,0,0,0,0,0,392,0,0,13,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,27,0,42,0,0,0,0,0,0,45,0,90,0,67,0,22,0,58,65,13,0,0,0,0,36,0,0,33,0,85,0,48,57,0,0,118,0,0,50,0
None,None,Unidentified_Christensenellaceae_R-7_group_3,86,0,0,0,0,0,0,27,0,0,0,0,0,29,0,0,10,0,9,0,0,89,0,0,0,0,0,0,28,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,35,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,68,0,18,0,0,0,0,0,0,0,0,30,9,22,0,21,122,0,0,102,0,45,28,0,51,264,17,503,0,67,0,222,83,40,0,38,56,11,16,0,0,0,38
None,None,Unidentified_Christensenellaceae_R-7_group_4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,49,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,18,0,0,0,0,0,0,0,0,21,0,0,139,0,89,0,72,0,0,0,0,0,29,0,0,0,0,15,59,0,0,251,0,110,118,197,115,0,0,98,0,244,0,53,200,0,0,0,70,0,0,0,0,0,114
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_19,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,0,10,0,21,0,0,0,425,0,0,0,40,0,96,0,0,18,0,0,0,0,0,0,0,0,0,41,0,17,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,32,0,26,0,46,0,0,0,0,0,28,0,0,53,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_21,45,32,50,0,0,6,16,66,0,15,0,7,0,0,0,47,82,96,26,0,31,0,0,35,0,0,63,67,0,0,23,0,0,0,48,62,62,53,0,0,4,0,0,34,23,0,0,40,20,6,0,13,0,0,0,0,0,0,0,0,37,0,0,0,0,0,7,0,44,28,19,30,31,31,77,0,31,81,39,0,29,52,0,0,0,0,0,17,108,0,99,93,0,36,0,44,0,33,26,20,60,0,0
Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,Ruminococcus_albus_7_DSM_20455_1,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,195,0,0,0,7,2,0,0,0,0,0,0,0,11,0,0,51,0,6,0,99,12,0,0,7,0,0,70,0,4,0,24,131,0,0,167,76,385,16,0,21,0,0,24,0,14,0,25,0,25,22,0,15,0,582,0,0,0,11
Roseburia_intestinalis_L1_82,Roseburia intestinalis L1-82,Roseburia_intestinalis_L182_2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,19,0,20,0,0,0,0,0,37,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,38,99,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,123,188,0,82,0,123,0,0,268,99,0,0,220,0,0,0,249,0,0,0,286,0,0,0,0,0,0,0
Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,Amedibacillus_dolichus_DSM_3991_3,54,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,38,0,0,1212,0,82,0,426,0,0,0,0,0,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_20,53,29,0,0,45,0,0,43,0,0,0,0,0,8,19,32,76,0,17,0,22,0,44,0,80,18,28,0,20,0,21,15,13,0,70,22,0,0,0,0,0,0,0,0,46,0,0,0,10,0,0,54,0,11,0,0,13,28,0,0,0,10,17,0,0,21,0,0,11,0,0,60,44,24,55,72,14,108,0,36,11,0,125,0,9,0,0,71,0,0,0,65,0,33,0,30,0,53,230,0,20,55,61
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_5,17,33,0,27,13,0,0,42,0,0,0,0,0,5,0,12,0,11,32,0,0,0,0,0,12,0,0,15,35,0,0,0,0,32,7,66,0,28,20,0,0,0,0,0,0,14,0,0,13,0,0,10,0,9,0,0,0,25,0,0,0,0,18,0,53,0,8,0,16,15,15,20,0,22,0,0,80,6,0,0,0,201,57,82,75,8,0,51,0,379,62,133,0,21,11,19,125,11,67,0,0,0,21
None,None,Unidentified_Christensenellaceae_R-7_group_5,24,12,0,0,0,0,0,0,0,0,0,146,0,73,0,42,0,32,0,0,0,0,0,0,0,0,52,110,0,0,32,53,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,34,0,0,0,87,0,0,0,0,0,0,0,0,0,0,9,92,0,178,0,0,0,12,34,12,81,87,6,7,0,52,0,53,40,209,27,76,17,42,0,0,29,218
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,133,0,0,0,0,9,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,35,0,7,0,0,0,0,0,26,0,0,9,0,0,0,0,0,0,0,128,206,0,6,0,0,0,104,0,0,0,225,0,18,92,102,0,25,0,14,0,0,684,74,0,0,0,14,0,0,39,0,0,0,26
Alistipes_finegoldii_DSM_17242,Alistipes finegoldii DSM 17242,Alistipes_finegoldii_DSM_17242_4,0,29,45,0,0,0,0,0,0,0,0,29,21,67,46,0,0,0,24,287,0,0,0,0,0,0,0,0,0,0,471,0,38,0,0,48,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,0,31,0,0,0,0,0,0,0,62,0,0,0,8,0,0,21,119,0,0,0,0,0,0,0,0,55,0,13,93,0,365,0,0,0,0,0,0,0,32,31,17,11,0,15,0
None,None,Unidentified_Rhodospirillales_1,66,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,308,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,72,0,0,0,0,0,0,0,0,0,0,75,0,0,231,0,0,87,0,0,0,0,0,3,0,62,0,0,4,0,0,110,19,0,0,0,0,0,523,0,114,235,0,0,0,14,6,0,0,0,76,0
Corynebacterium_propinquum_DSM_44285,Corynebacterium propinquum DSM 44285,Corynebacterium_propinquum_DSM_44285_0,47,172,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,13,0,0,0,0,0,0,0,44,194,0,62,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,9,0,0,0,0,0,0,30,0,0,0,181,19,0,5,10,20,5,4,49,0,0,103,0,0,0,0,0,36,0,0,53,3
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,27,0,0,54,0,0,0,0,0,0,0,0,0,0,225,0,124,0,0,204,600,86,0,0,0,0,0,0,0,0,49,0,0,28,32,0,0,0,0,0,97,0,0,0,0,340
Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,_gnavus_ATCC_29149_7,45,55,0,0,37,0,0,0,0,13,0,0,6,0,0,52,23,81,13,0,0,0,13,3,21,26,17,0,25,0,0,0,0,0,28,35,0,0,10,13,0,0,0,0,0,19,0,0,36,14,13,29,0,11,38,0,0,14,0,17,0,0,18,0,9,29,0,0,19,0,0,23,22,66,0,80,0,31,34,45,109,47,35,19,51,30,0,74,0,11,19,25,32,85,72,90,13,96,38,0,0,0,87
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_23,0,39,0,120,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,201,0,0,0,50,202,0,0,0,0,0,0,52,0,0,0,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,28,0,52,0,0,0,0,0,0,0,16,67,0,0,75,0,540,138,0,57,0,22,0,0,0,0,0,0,0,69,0,0,0,0,0,0,100,0,0,0,0
Olsenella_uli_DSM_7084,Olsenella uli DSM 7084,Olsenella_uli_DSM_7084_1,2,0,0,0,0,0,0,107,0,0,0,6,0,79,0,0,6,0,0,0,0,12,52,0,0,0,86,9,81,0,0,0,0,55,69,0,0,0,0,0,0,0,0,11,26,0,0,0,2,45,0,33,0,0,0,0,0,0,0,0,113,0,154,0,0,0,0,0,0,0,0,4,4,0,0,22,7,0,277,0,0,6,0,27,6,204,0,4,0,422,0,4,0,0,0,10,10,7,8,0,0,18,7
Eubacterium_rectale_ATCC_33656, rectale ATCC 33656,_rectale_ATCC_33656_5,38,96,0,0,0,0,0,166,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,86,100,0,0,48,0,0,0,28,9,29,79,0,0,55,118,101,0,65,0,60,0,0,0,168,0,237,0,0,0,0,45
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_22,0,0,0,0,0,0,0,0,0,396,0,0,0,136,0,13,0,439,0,0,0,23,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,12,0,0,0,0,0,0,193,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,30,0,0,0,0,0,0,24,0,0,0,0,119,0,78,0,10,21,11,0,0,0,0,14,292,0,0,0,0,0,19,0,29,0,0,0,0,0,14
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_24,67,0,0,0,0,14,0,105,0,0,0,0,0,25,0,0,0,16,0,0,16,8,0,0,0,0,0,0,55,0,23,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,36,0,0,0,0,0,12,0,0,0,0,0,0,24,0,79,0,33,0,0,0,26,46,0,0,0,0,0,49,49,0,59,59,0,28,50,46,0,44,63,22,0,0,0,69,44,33,0,373,91,0,195,0,0,0,50
Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,Clostridium_perfringens_ATCC_13124_6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,692,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,75,49,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,168,0,0,0,0,129,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,_eligens_ATCC_27750_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,97,0,0,0,0,72,0,0,83,0,0,0,0,0,124,0,0,0,76,0,534,0,0,0,0,0,0,0,0,0,0,0,196,0,0,88,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,165,0,0,0,89,0,0,0,0,0,87,81,0,0,0,0,0
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_6,37,0,48,0,0,0,0,6,0,39,0,77,8,19,5,13,0,0,29,30,9,0,14,0,0,29,0,21,6,0,0,35,16,0,10,22,7,26,4,32,56,0,0,10,23,18,0,0,0,28,0,0,0,5,15,0,11,0,0,82,0,5,0,7,0,21,22,31,38,0,0,0,27,0,6,0,120,27,268,0,137,0,3,0,60,20,10,0,48,0,94,0,0,0,117,0,7,0,0,17,0,0,11
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_7,27,29,0,47,0,0,0,71,0,0,0,0,0,36,0,20,0,0,0,0,0,60,0,0,47,0,0,0,26,0,0,0,0,0,39,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,49,0,25,0,21,0,0,0,0,0,0,0,0,13,0,0,101,0,51,95,0,32,22,66,62,0,31,80,0,58,0,49,170,45,0,100,22,0,33,0,125,43,23
Oxalobacter_formigenes_HOxBLS,Oxalobacter formigenes HOxBLS,Oxalobacter_formigenes_HOxBLS_0,27,53,0,0,20,0,0,0,0,0,0,7,0,19,0,0,40,12,8,5,0,0,70,0,0,0,0,0,12,0,0,0,0,76,0,0,0,0,0,10,0,0,0,0,14,9,0,0,7,20,0,5,20,7,0,0,0,17,0,45,0,0,51,0,6,0,0,0,0,15,0,44,0,0,0,0,21,0,20,56,0,64,0,3,63,28,4,0,0,703,10,61,83,0,0,0,35,0,0,0,0,20,10
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_25,15,25,30,53,36,0,0,17,0,11,0,13,0,32,0,13,8,8,0,12,4,39,0,0,0,22,16,16,13,0,26,45,0,4,0,4,35,42,0,30,0,0,0,7,0,0,0,9,8,0,10,0,0,6,0,0,10,0,0,29,0,0,9,5,8,4,0,31,66,7,0,7,9,11,0,12,31,28,53,0,35,12,25,65,14,38,18,221,39,31,61,33,33,66,34,7,10,16,11,0,69,14,13
Tannerella_forsythia_ATCC_43037,Tannerella forsythia,Tannerella_forsythia_0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,62,0,85,5,0,0,0,128,47,0,0,89,106,0,44,0,0,20,0,0,0,0,0,9,20,7,0,0,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,13,106,12,0,0,0,7,89,0,0,0,233,0,11,20,64,12,0,38,313,0,37,0,14,0,0,0,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_23,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,60,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,32,55,54,48,0,67,104,0,117,17,0,0,39,46,0,0,290,70,0,78,230,84,0,0,105,95,0,14,0,0,58,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_15,0,0,0,0,0,0,0,0,0,0,42,176,0,0,0,0,0,325,0,29,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,22,0,0,82,0,26,0,0,0,31,0,31,0,0,0,0,0,0,0,0,29,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,297,121,0,0,0,0,151,0,21,0,0
Alistipes_indistinctus_YIT_12060,Alistipes indistinctus YIT 12060,Alistipes_indistinctus_YIT_12060_2,0,0,0,0,21,0,0,22,0,0,0,34,0,0,9,0,0,0,31,0,0,0,12,0,0,0,0,0,0,0,207,0,0,49,71,88,0,0,0,29,0,0,0,0,0,9,0,0,7,0,0,0,0,42,15,0,0,0,33,10,16,0,0,0,0,0,0,21,0,9,0,27,0,0,0,20,0,47,18,0,0,0,0,194,273,0,0,361,0,18,0,0,0,0,0,0,8,24,0,0,0,0,6
None,None,Unidentified_Rhodospirillales_2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,982,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,54,0,0,0,0,0,16,0,0,0,420,0,0,0,0,13,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
Alistipes_shahii_WAL_8301,Alistipes shahii WAL 8301,Alistipes_shahii_WAL_8301_2,0,0,0,0,0,0,0,0,0,0,0,62,0,66,0,0,0,188,0,0,0,89,0,0,0,0,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,37,0,0,0,0,17,0,0,225,100,100,93,67,0,0,0,140,0,0,0,0,0,0,0,73,119,0,0,103,60
Roseburia_hominis_A2_183,Roseburia hominis A2-183,Roseburia_hominis_A2183_3,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,92,0,0,0,0,0,0,0,26,85,0,51,0,0,0,124,0,37,0,0,0,0,0,0,0,22,23,0,290,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,64,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,0,0,23,0,0,0,0,10,0,0,0,0,0,0,84,0,54,0,0,35,52,0,0,0,56,35,7,84,0,64,0,0,0,48,0,27,34,138,32,0,0,186,0,110,0,14,0,0,0,92,42,40,0,0,0,0,0
Streptococcus_infantis_ATCC_700779,Streptococcus infantis ATCC 700779,Streptococcus_infantis_ATCC_700779_0,0,18,0,0,25,31,0,0,34,89,0,0,0,237,0,12,0,41,64,0,0,0,0,35,15,0,113,0,0,18,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,80,32,0,0,0,0,0,0,0,0,0,0,0,0,48,18,58,0,33,0,0,18,0,0,49,0,0,339,0,24,0
